N,P,K,temperatura,umidade,ph,precipitacao,indice_sucesso,tipo_temperatura,tipo_solo,solo_nutrientes,tipo_cultura,rotulo
27,73,79,"19,16","15,84","7,35","82,7","91,27",Moderado,Neutro,Alto,Grão,Grão-de-bico
30,70,79,"20,27","19,97","7,31","69,64","88,59",Moderado,Neutro,Alto,Grão,Grão-de-bico
57,57,75,"17,09","18,25","7,79","87,27","84,84",Moderado,Alcalino,Alto,Grão,Grão-de-bico
27,79,82,"17,07","17,54","6,31","70,87","87,19",Moderado,Neutro,Alto,Grão,Grão-de-bico
32,71,85,"20,63","14,44","6,4","92,07","88,34",Moderado,Neutro,Alto,Grão,Grão-de-bico
31,76,82,"20,82","17,85","7,6","79,21","90,89",Moderado,Alcalino,Alto,Grão,Grão-de-bico
33,75,84,"19,46","18,73","7,22","68,81","89,72",Moderado,Neutro,Alto,Grão,Grão-de-bico
47,80,77,"17,18","16,43","7,56","72,85","90,1",Moderado,Alcalino,Alto,Grão,Grão-de-bico
54,62,80,"17,49","16,39","7,49","79,46","90,97",Moderado,Neutro,Alto,Grão,Grão-de-bico
47,79,78,"17,48","14,76","6,61","65,11","87,55",Moderado,Neutro,Alto,Grão,Grão-de-bico
35,57,83,"19,48","17,45","7,48","80,5","93,38",Moderado,Neutro,Alto,Grão,Grão-de-bico
53,73,77,"19,71","18,1","7,33","73,64","89,44",Moderado,Neutro,Alto,Grão,Grão-de-bico
45,61,78,"19,49","16,06","6,49","81,53","94,25",Moderado,Neutro,Alto,Grão,Grão-de-bico
37,78,79,"19,95","14,83","7,79","88,68","91,26",Moderado,Alcalino,Alto,Grão,Grão-de-bico
30,75,81,"19,42","16,8","6,41","68,5","90,86",Moderado,Neutro,Alto,Grão,Grão-de-bico
37,55,82,"19,46","18,02","8,42","78,45","93,14",Moderado,Alcalino,Alto,Grão,Grão-de-bico
53,65,76,"20,19","16,42","8,72","77,34","90,96",Moderado,Alcalino,Alto,Grão,Grão-de-bico
22,60,85,"18,84","14,74","7,81","94,78","84,32",Moderado,Alcalino,Alto,Grão,Grão-de-bico
60,61,78,"20,71","19,84","6,32","94,04","82,17",Moderado,Neutro,Alto,Grão,Grão-de-bico
42,67,77,"18,99","15,94","7,11","78,7","97,11",Moderado,Neutro,Alto,Grão,Grão-de-bico
39,76,76,"19,97","15,57","8,14","69,16","92,2",Moderado,Alcalino,Alto,Grão,Grão-de-bico
35,63,76,"17,82","17,61","7,71","90,82","91,98",Moderado,Alcalino,Alto,Grão,Grão-de-bico
30,65,82,"20,71","15,28","7,1","76,78","90,82",Moderado,Neutro,Alto,Grão,Grão-de-bico
57,56,78,"17,34","18,76","8,86","67,95","83,92",Moderado,Alcalino,Alto,Grão,Grão-de-bico
48,65,78,"17,44","14,34","7,86","73,09","90,42",Moderado,Alcalino,Alto,Grão,Grão-de-bico
36,56,83,"18,9","19,76","7,45","69,1","89,59",Moderado,Neutro,Alto,Grão,Grão-de-bico
40,58,75,"18,59","14,78","7,17","89,61","92,24",Moderado,Neutro,Alto,Grão,Grão-de-bico
49,69,82,"18,32","15,36","7,26","81,79","93,23",Moderado,Neutro,Alto,Grão,Grão-de-bico
13,60,25,"17,14","20,6","5,69","128,26","81,04",Moderado,Neutro,Alto,Grão,Feijão-vermelho
25,70,16,"19,63","18,91","5,76","106,36","90,06",Moderado,Neutro,Alto,Grão,Feijão-vermelho
31,55,22,"22,91","21,34","5,87","109,23","84,01",Moderado,Neutro,Alto,Grão,Feijão-vermelho
40,64,16,"16,43","24,24","5,93","140,37","69,79",Moderado,Neutro,Alto,Grão,Feijão-vermelho
2,61,20,"22,14","23,02","5,96","76,64","75,91",Moderado,Neutro,Alto,Grão,Feijão-vermelho
26,65,22,"17,85","18,78","5,95","143,1","83,63",Moderado,Neutro,Alto,Grão,Feijão-vermelho
17,57,21,"19,88","20,32","5,79","60,92","85,33",Moderado,Neutro,Alto,Grão,Feijão-vermelho
26,80,18,"19,33","23,33","5,58","104,78","88,84",Moderado,Neutro,Alto,Grão,Feijão-vermelho
17,59,17,"18,42","23,43","5,69","132,98","85,28",Moderado,Neutro,Alto,Grão,Feijão-vermelho
27,59,22,"21,81","23,21","5,79","130,06","84,81",Moderado,Neutro,Alto,Grão,Feijão-vermelho
28,58,24,"19,73","18,28","5,75","143,76","79,7",Moderado,Neutro,Alto,Grão,Feijão-vermelho
25,57,19,"17,15","19,87","5,57","88,0","86,5",Moderado,Neutro,Alto,Grão,Feijão-vermelho
28,80,17,"19,62","18,67","5,81","144,16","79,87",Moderado,Neutro,Alto,Grão,Feijão-vermelho
25,60,22,"21,63","21,18","5,89","134,36","87,05",Moderado,Neutro,Alto,Grão,Feijão-vermelho
12,78,23,"16,07","18,72","6,0","88,07","79,55",Moderado,Neutro,Alto,Grão,Feijão-vermelho
6,77,25,"20,61","24,36","5,79","69,64","73,46",Moderado,Neutro,Alto,Grão,Feijão-vermelho
22,79,17,"21,42","20,4","5,91","116,52","89,95",Moderado,Neutro,Alto,Grão,Feijão-vermelho
27,80,15,"19,07","21,21","5,79","86,22","83,44",Moderado,Neutro,Alto,Grão,Feijão-vermelho
10,55,23,"21,19","19,63","5,73","137,19","78,48",Moderado,Neutro,Alto,Grão,Feijão-vermelho
23,65,20,"23,04","22,43","5,83","108,37","94,08",Moderado,Neutro,Alto,Grão,Feijão-vermelho
19,78,16,"20,65","23,11","5,97","67,72","85,03",Moderado,Neutro,Alto,Grão,Feijão-vermelho
19,65,25,"18,1","18,29","5,63","144,79","83,51",Moderado,Neutro,Alto,Grão,Feijão-vermelho
22,70,19,"18,24","21,08","5,52","69,45","89,82",Moderado,Neutro,Alto,Grão,Feijão-vermelho
37,64,22,"17,48","18,83","5,95","121,94","77,61",Moderado,Neutro,Alto,Grão,Feijão-vermelho
11,71,17,"19,92","21,47","5,75","82,69","84,86",Moderado,Neutro,Alto,Grão,Feijão-vermelho
18,79,20,"20,28","23,24","5,88","139,75","88,2",Moderado,Neutro,Alto,Grão,Feijão-vermelho
21,63,17,"15,77","19,23","5,98","108,34","90,33",Moderado,Neutro,Alto,Grão,Feijão-vermelho
24,80,22,"16,71","19,18","5,64","96,77","86,56",Moderado,Neutro,Alto,Grão,Feijão-vermelho
34,60,22,"17,66","18,15","5,64","100,67","80,35",Moderado,Neutro,Alto,Grão,Feijão-vermelho
16,75,21,"18,51","23,62","5,68","87,05","87,7",Moderado,Neutro,Alto,Grão,Feijão-vermelho
17,77,23,"24,51","20,82","5,67","64,19","81,39",Moderado,Neutro,Alto,Grão,Feijão-vermelho
37,72,18,"18,88","24,54","5,72","105,41","80,78",Moderado,Neutro,Alto,Grão,Feijão-vermelho
40,73,20,"21,59","20,32","5,81","61,14","73,89",Moderado,Neutro,Alto,Grão,Feijão-vermelho
9,77,17,"20,12","24,45","5,78","106,16","83,46",Moderado,Neutro,Alto,Grão,Feijão-vermelho
1,62,23,"15,44","18,37","5,61","139,03","68,74",Moderado,Neutro,Alto,Grão,Feijão-vermelho
33,59,22,"22,64","21,59","5,95","122,39","81,74",Moderado,Neutro,Alto,Grão,Feijão-vermelho
23,59,19,"21,99","24,87","5,85","129,57","87,42",Moderado,Neutro,Alto,Grão,Feijão-vermelho
6,62,22,"20,53","18,09","5,82","120,45","79,82",Moderado,Neutro,Alto,Grão,Feijão-vermelho
25,63,20,"15,79","21,15","5,5","95,17","89,8",Moderado,Neutro,Alto,Grão,Feijão-vermelho
7,79,23,"19,64","19,69","5,82","96,66","80,35",Moderado,Neutro,Alto,Grão,Feijão-vermelho
8,72,17,"20,57","19,75","5,71","87,88","81,48",Moderado,Neutro,Alto,Grão,Feijão-vermelho
27,64,15,"20,16","24,84","5,51","138,24","82,29",Moderado,Neutro,Alto,Grão,Feijão-vermelho
28,66,23,"21,54","24,25","6,0","120,69","85,8",Moderado,Neutro,Alto,Grão,Feijão-vermelho
32,57,18,"15,54","23,76","5,7","107,39","80,97",Moderado,Neutro,Alto,Grão,Feijão-vermelho
27,56,22,"19,92","20,7","5,83","108,64","89,22",Moderado,Neutro,Alto,Grão,Feijão-vermelho
17,77,24,"20,77","18,93","5,57","109,02","88,28",Moderado,Neutro,Alto,Grão,Feijão-vermelho
0,65,15,"23,46","23,22","5,65","95,84","72,91",Moderado,Neutro,Alto,Grão,Feijão-vermelho
13,72,21,"24,32","21,03","5,82","60,28","80,78",Moderado,Neutro,Alto,Grão,Feijão-vermelho
34,60,23,"20,13","24,97","5,66","100,05","81,51",Moderado,Neutro,Alto,Grão,Feijão-vermelho
9,80,19,"21,81","18,57","5,95","125,1","79,85",Moderado,Neutro,Alto,Grão,Feijão-vermelho
11,72,20,"19,52","24,93","5,95","113,33","86,8",Moderado,Neutro,Alto,Grão,Feijão-vermelho
3,67,24,"17,0","19,91","5,52","103,29","78,02",Moderado,Neutro,Alto,Grão,Feijão-vermelho
35,69,23,"16,79","24,97","5,58","75,45","75,6",Moderado,Neutro,Alto,Grão,Feijão-vermelho
3,77,25,"24,85","22,89","5,61","62,21","67,5",Moderado,Neutro,Alto,Grão,Feijão-vermelho
23,62,19,"16,52","20,46","5,61","98,78","90,97",Moderado,Neutro,Alto,Grão,Feijão-vermelho
22,71,17,"18,15","19,39","5,51","107,69","91,99",Moderado,Neutro,Alto,Grão,Feijão-vermelho
31,79,25,"23,19","22,31","5,9","63,38","75,04",Moderado,Neutro,Alto,Grão,Feijão-vermelho
34,59,18,"23,38","21,99","5,74","87,67","79,67",Moderado,Neutro,Alto,Grão,Feijão-vermelho
12,63,17,"18,36","19,38","5,72","138,41","81,03",Moderado,Neutro,Alto,Grão,Feijão-vermelho
27,56,20,"19,26","20,51","5,54","94,95","88,81",Moderado,Neutro,Alto,Grão,Feijão-vermelho
7,63,24,"22,95","24,04","5,86","107,73","80,04",Moderado,Neutro,Alto,Grão,Feijão-vermelho
24,67,22,"20,12","22,9","5,62","104,63","94,43",Moderado,Neutro,Alto,Grão,Feijão-vermelho
11,71,24,"21,14","22,72","5,61","141,61","80,71",Moderado,Neutro,Alto,Grão,Feijão-vermelho
37,74,15,"24,92","18,23","5,58","62,71","67,77",Moderado,Neutro,Alto,Grão,Feijão-vermelho
25,76,24,"15,33","24,92","5,57","135,33","80,07",Moderado,Neutro,Alto,Grão,Feijão-vermelho
34,66,17,"18,81","21,28","5,89","125,08","82,09",Moderado,Neutro,Alto,Grão,Feijão-vermelho
20,69,15,"23,44","22,77","5,93","107,41","90,95",Moderado,Neutro,Alto,Grão,Feijão-vermelho
37,65,16,"22,84","18,97","5,68","63,59","72,0",Moderado,Neutro,Alto,Grão,Feijão-vermelho
18,74,15,"24,9","22,28","5,71","146,47","81,13",Moderado,Neutro,Alto,Grão,Feijão-vermelho
4,67,25,"23,79","24,36","5,95","119,64","74,97",Moderado,Neutro,Alto,Grão,Feijão-vermelho
37,56,25,"22,06","19,6","5,77","126,73","73,55",Moderado,Neutro,Alto,Grão,Feijão-vermelho
5,59,15,"18,87","20,18","5,97","134,18","74,47",Moderado,Neutro,Alto,Grão,Feijão-vermelho
11,61,21,"18,62","23,02","5,53","135,34","82,81",Moderado,Neutro,Alto,Grão,Feijão-vermelho
22,80,20,"23,01","18,87","5,67","100,12","90,46",Moderado,Neutro,Alto,Grão,Feijão-vermelho
12,61,19,"19,33","24,14","5,66","68,51","81,99",Moderado,Neutro,Alto,Grão,Feijão-vermelho
5,74,21,"16,24","21,36","5,59","66,97","75,44",Moderado,Neutro,Alto,Grão,Feijão-vermelho
27,69,22,"17,92","24,91","5,93","69,15","82,85",Moderado,Neutro,Alto,Grão,Feijão-vermelho
31,75,18,"15,47","21,44","5,82","88,89","81,57",Moderado,Neutro,Alto,Grão,Feijão-vermelho
36,68,20,"17,06","23,77","5,86","81,83","79,6",Moderado,Neutro,Alto,Grão,Feijão-vermelho
5,65,16,"21,33","18,49","5,87","109,1","79,45",Moderado,Neutro,Alto,Grão,Feijão-vermelho
32,79,15,"23,91","20,75","5,71","81,6","76,31",Moderado,Neutro,Alto,Grão,Feijão-vermelho
11,78,22,"23,9","22,74","5,94","112,66","82,89",Moderado,Neutro,Alto,Grão,Feijão-vermelho
0,55,22,"22,99","20,58","5,92","143,86","69,47",Moderado,Neutro,Alto,Grão,Feijão-vermelho
14,59,15,"21,35","22,91","5,78","146,45","79,87",Moderado,Neutro,Alto,Grão,Feijão-vermelho
29,68,23,"24,16","19,28","5,83","116,73","83,96",Moderado,Neutro,Alto,Grão,Feijão-vermelho
32,68,19,"24,63","18,18","5,51","149,74","76,7",Moderado,Neutro,Alto,Grão,Feijão-vermelho
17,64,17,"21,02","24,94","5,66","124,61","87,32",Moderado,Neutro,Alto,Grão,Feijão-vermelho
13,69,19,"17,31","20,02","5,86","115,2","87,53",Moderado,Neutro,Alto,Grão,Feijão-vermelho
14,67,22,"23,83","24,75","5,62","84,64","83,97",Moderado,Neutro,Alto,Grão,Feijão-vermelho
9,69,20,"19,31","23,96","5,59","129,34","83,99",Moderado,Neutro,Alto,Grão,Feijão-vermelho
20,73,22,"16,04","22,33","5,98","130,39","88,64",Moderado,Neutro,Alto,Grão,Feijão-vermelho
40,78,20,"19,19","20,83","5,67","80,15","76,5",Moderado,Neutro,Alto,Grão,Feijão-vermelho
27,72,23,"19,93","21,8","5,96","64,03","84,53",Moderado,Neutro,Alto,Grão,Feijão-vermelho
14,67,15,"19,56","24,67","5,69","139,29","82,17",Moderado,Neutro,Alto,Grão,Feijão-vermelho
7,56,18,"18,31","24,33","5,7","76,14","76,12",Moderado,Neutro,Alto,Grão,Feijão-vermelho
27,65,18,"20,11","23,22","5,6","73,36","86,28",Moderado,Neutro,Alto,Grão,Feijão-vermelho
30,63,16,"23,61","21,91","5,53","100,6","84,12",Moderado,Neutro,Alto,Grão,Feijão-vermelho
37,70,25,"19,73","24,89","5,82","84,06","75,93",Moderado,Neutro,Alto,Grão,Feijão-vermelho
27,63,19,"20,93","21,19","5,56","133,19","87,7",Moderado,Neutro,Alto,Grão,Feijão-vermelho
22,60,24,"18,78","20,25","5,63","104,26","91,44",Moderado,Neutro,Alto,Grão,Feijão-vermelho
3,72,24,"36,51","57,93","6,03","122,65","69,97",Quente,Neutro,Alto,Grão,Ervilha-pomba
40,59,23,"36,89","62,73","5,27","163,73","67,96",Quente,Ácido,Alto,Grão,Ervilha-pomba
33,73,23,"29,24","59,39","5,99","103,33","76,64",Moderado,Neutro,Alto,Grão,Ervilha-pomba
27,57,24,"27,34","43,36","6,09","142,33","86,6",Moderado,Neutro,Alto,Grão,Ervilha-pomba
10,79,18,"21,06","55,47","5,62","184,62","76,21",Moderado,Neutro,Alto,Grão,Ervilha-pomba
30,75,25,"30,33","42,35","6,45","149,3","83,34",Quente,Neutro,Alto,Grão,Ervilha-pomba
40,70,20,"31,8","45,03","5,62","147,04","79,95",Quente,Neutro,Alto,Grão,Ervilha-pomba
38,55,19,"33,18","38,23","5,86","198,83","69,74",Quente,Neutro,Alto,Grão,Ervilha-pomba
35,58,20,"29,39","63,48","5,76","90,05","72,93",Moderado,Neutro,Alto,Grão,Ervilha-pomba
38,61,21,"30,27","67,39","4,7","127,78","73,24",Quente,Ácido,Alto,Grão,Ervilha-pomba
33,58,24,"35,46","68,76","5,27","108,63","68,33",Quente,Ácido,Alto,Grão,Ervilha-pomba
16,56,17,"33,8","40,03","7,45","176,62","81,15",Quente,Neutro,Alto,Grão,Ervilha-pomba
31,72,17,"28,69","49,47","5,83","96,36","81,01",Moderado,Neutro,Alto,Grão,Ervilha-pomba
16,80,20,"31,24","56,67","7,34","122,01","84,79",Quente,Neutro,Alto,Grão,Ervilha-pomba
27,72,17,"28,98","57,23","6,35","120,74","84,08",Moderado,Neutro,Alto,Grão,Ervilha-pomba
40,62,19,"27,32","34,14","4,7","96,52","71,05",Moderado,Ácido,Alto,Grão,Ervilha-pomba
18,58,16,"21,48","38,8","4,96","180,38","81,47",Moderado,Ácido,Alto,Grão,Ervilha-pomba
3,68,16,"18,32","34,7","4,96","107,47","67,18",Moderado,Ácido,Alto,Grão,Ervilha-pomba
26,67,24,"36,98","37,74","5,64","161,48","82,07",Quente,Neutro,Alto,Grão,Ervilha-pomba
16,70,20,"24,8","40,12","5,61","121,56","87,77",Moderado,Neutro,Alto,Grão,Ervilha-pomba
24,63,19,"19,35","55,97","4,68","194,59","82,33",Moderado,Ácido,Alto,Grão,Ervilha-pomba
9,76,25,"28,88","50,12","5,71","179,22","79,95",Moderado,Neutro,Alto,Grão,Ervilha-pomba
16,55,19,"19,54","47,19","6,41","192,44","81,98",Moderado,Neutro,Alto,Grão,Ervilha-pomba
28,75,21,"24,77","50,55","6,01","114,28","85,21",Moderado,Neutro,Alto,Grão,Ervilha-pomba
16,71,24,"18,33","38,41","4,95","139,65","82,25",Moderado,Ácido,Alto,Grão,Ervilha-pomba
24,70,21,"19,15","45,37","5,52","132,77","88,27",Moderado,Neutro,Alto,Grão,Ervilha-pomba
38,72,21,"28,23","49,44","5,9","186,5","79,58",Moderado,Neutro,Alto,Grão,Ervilha-pomba
9,66,21,"30,12","34,13","5,72","157,09","82,45",Quente,Neutro,Alto,Grão,Ervilha-pomba
34,56,17,"33,41","35,43","4,55","139,67","74,86",Quente,Ácido,Alto,Grão,Ervilha-pomba
1,76,19,"24,19","46,69","6,67","177,34","75,32",Moderado,Neutro,Alto,Grão,Ervilha-pomba
6,69,19,"26,89","41,7","4,75","94,47","77,94",Moderado,Ácido,Alto,Grão,Ervilha-pomba
26,73,21,"31,33","57,97","4,95","161,78","86,92",Quente,Ácido,Alto,Grão,Ervilha-pomba
27,61,18,"33,31","67,08","5,27","108,51","76,92",Quente,Ácido,Alto,Grão,Ervilha-pomba
27,71,23,"23,45","46,49","7,11","150,87","88,65",Moderado,Neutro,Alto,Grão,Ervilha-pomba
36,61,21,"34,54","39,04","5,62","168,59","76,14",Quente,Neutro,Alto,Grão,Ervilha-pomba
17,73,18,"19,5","34,51","5,63","197,38","78,83",Moderado,Neutro,Alto,Grão,Ervilha-pomba
26,72,22,"28,77","37,58","4,67","91,72","82,62",Moderado,Ácido,Alto,Grão,Ervilha-pomba
17,64,16,"30,98","32,25","7,16","180,72","81,64",Quente,Neutro,Alto,Grão,Ervilha-pomba
14,74,19,"18,4","36,83","6,62","93,12","76,2",Moderado,Neutro,Alto,Grão,Ervilha-pomba
39,60,15,"35,09","30,99","5,0","116,91","65,1",Quente,Ácido,Alto,Grão,Ervilha-pomba
6,66,15,"34,93","30,4","6,35","159,26","71,85",Quente,Neutro,Alto,Grão,Ervilha-pomba
8,59,18,"29,51","35,72","6,22","187,9","76,11",Moderado,Neutro,Alto,Grão,Ervilha-pomba
2,67,18,"34,52","47,53","5,92","129,01","76,34",Quente,Neutro,Alto,Grão,Ervilha-pomba
1,76,17,"28,43","52,1","6,01","147,04","77,32",Moderado,Neutro,Alto,Grão,Ervilha-pomba
16,73,19,"18,42","34,81","4,68","163,27","82,1",Moderado,Ácido,Alto,Grão,Ervilha-pomba
23,75,25,"31,08","47,2","7,08","91,31","83,73",Quente,Neutro,Alto,Grão,Ervilha-pomba
32,70,20,"20,89","46,25","6,21","195,57","80,26",Moderado,Neutro,Alto,Grão,Ervilha-pomba
28,59,22,"30,91","52,8","7,05","170,99","84,65",Quente,Neutro,Alto,Grão,Ervilha-pomba
5,62,23,"27,93","66,45","4,72","145,37","76,77",Moderado,Ácido,Alto,Grão,Ervilha-pomba
36,67,25,"35,95","36,53","6,42","136,05","73,25",Quente,Neutro,Alto,Grão,Ervilha-pomba
1,66,23,"19,54","56,93","4,8","173,17","70,84",Moderado,Ácido,Alto,Grão,Ervilha-pomba
24,73,20,"19,64","32,32","4,61","176,41","82,5",Moderado,Ácido,Alto,Grão,Ervilha-pomba
17,67,18,"31,22","56,47","5,61","129,2","87,68",Quente,Neutro,Alto,Grão,Ervilha-pomba
5,55,18,"33,51","45,71","7,32","126,67","75,52",Quente,Neutro,Alto,Grão,Ervilha-pomba
5,56,24,"24,81","45,01","5,02","188,49","74,25",Moderado,Ácido,Alto,Grão,Ervilha-pomba
37,77,17,"36,21","31,95","5,62","191,07","66,62",Quente,Neutro,Alto,Grão,Ervilha-pomba
13,73,20,"30,5","35,49","5,39","162,59","84,77",Quente,Ácido,Alto,Grão,Ervilha-pomba
6,63,23,"26,02","49,95","5,91","160,33","81,87",Moderado,Neutro,Alto,Grão,Ervilha-pomba
16,77,22,"31,48","35,64","6,57","100,55","80,5",Quente,Neutro,Alto,Grão,Ervilha-pomba
25,64,20,"33,15","32,46","4,81","105,04","81,8",Quente,Ácido,Alto,Grão,Ervilha-pomba
34,75,24,"23,5","51,29","4,76","192,3","76,05",Moderado,Ácido,Alto,Grão,Ervilha-pomba
20,77,23,"34,87","38,84","5,18","148,25","87,29",Quente,Ácido,Alto,Grão,Ervilha-pomba
35,80,25,"28,09","44,93","4,9","197,11","75,03",Moderado,Ácido,Alto,Grão,Ervilha-pomba
14,75,24,"24,55","57,34","6,44","118,36","81,15",Moderado,Neutro,Alto,Grão,Ervilha-pomba
36,80,21,"33,65","48,41","7,07","100,47","74,99",Quente,Neutro,Alto,Grão,Ervilha-pomba
7,77,18,"20,56","60,55","6,66","191,09","71,51",Moderado,Neutro,Alto,Grão,Ervilha-pomba
29,78,25,"19,96","59,33","5,98","195,79","73,21",Moderado,Neutro,Alto,Grão,Ervilha-pomba
30,60,21,"28,88","62,49","5,46","182,27","80,72",Moderado,Ácido,Alto,Grão,Ervilha-pomba
20,74,16,"36,04","43,61","4,76","159,89","86,65",Quente,Ácido,Alto,Grão,Ervilha-pomba
19,57,23,"23,67","47,29","7,34","141,13","90,1",Moderado,Neutro,Alto,Grão,Ervilha-pomba
3,60,19,"25,75","40,72","4,82","100,78","73,61",Moderado,Ácido,Alto,Grão,Ervilha-pomba
5,77,19,"31,09","66,69","6,24","175,93","72,59",Quente,Neutro,Alto,Grão,Ervilha-pomba
5,68,20,"18,73","61,33","5,0","139,87","75,96",Moderado,Ácido,Alto,Grão,Ervilha-pomba
37,73,21,"29,5","63,47","5,56","189,52","74,17",Moderado,Neutro,Alto,Grão,Ervilha-pomba
9,59,24,"20,44","39,37","4,75","137,23","76,61",Moderado,Ácido,Alto,Grão,Ervilha-pomba
20,72,15,"36,0","56,01","7,31","134,86","84,67",Quente,Neutro,Alto,Grão,Ervilha-pomba
31,56,23,"31,47","35,39","5,66","174,57","77,2",Quente,Neutro,Alto,Grão,Ervilha-pomba
0,70,21,"36,3","56,03","4,67","101,61","68,95",Quente,Ácido,Alto,Grão,Ervilha-pomba
21,74,15,"29,49","67,11","6,47","153,25","85,82",Moderado,Neutro,Alto,Grão,Ervilha-pomba
13,67,18,"30,58","34,76","5,38","177,58","82,27",Quente,Ácido,Alto,Grão,Ervilha-pomba
27,74,20,"24,69","59,97","5,86","91,96","80,8",Moderado,Neutro,Alto,Grão,Ervilha-pomba
29,72,24,"23,17","36,68","6,96","162,59","81,09",Moderado,Neutro,Alto,Grão,Ervilha-pomba
5,68,20,"19,04","33,11","6,12","155,37","75,98",Moderado,Neutro,Alto,Grão,Ervilha-pomba
39,57,19,"29,32","45,93","6,42","165,41","78,14",Moderado,Neutro,Alto,Grão,Ervilha-pomba
22,62,16,"34,65","54,32","4,83","180,9","84,22",Quente,Ácido,Alto,Grão,Ervilha-pomba
18,55,23,"22,0","56,31","6,99","136,83","84,73",Moderado,Neutro,Alto,Grão,Ervilha-pomba
39,77,21,"23,0","60,24","4,6","159,69","74,23",Moderado,Ácido,Alto,Grão,Ervilha-pomba
13,75,20,"30,56","35,29","6,98","178,9","82,35",Quente,Neutro,Alto,Grão,Ervilha-pomba
27,71,24,"31,46","48,18","7,06","165,41","87,05",Quente,Neutro,Alto,Grão,Ervilha-pomba
26,64,22,"25,95","40,58","5,17","109,18","85,28",Moderado,Ácido,Alto,Grão,Ervilha-pomba
23,55,16,"21,01","69,69","5,11","185,2","75,99",Moderado,Ácido,Alto,Grão,Ervilha-pomba
4,69,19,"19,25","47,7","5,37","149,06","79,91",Moderado,Ácido,Alto,Grão,Ervilha-pomba
20,67,19,"19,24","50,54","5,67","180,65","88,73",Moderado,Neutro,Alto,Grão,Ervilha-pomba
7,74,17,"22,47","62,57","5,67","96,75","70,64",Moderado,Neutro,Alto,Grão,Ervilha-pomba
17,64,18,"36,75","58,26","6,08","124,6","82,48",Quente,Neutro,Alto,Grão,Ervilha-pomba
35,71,17,"29,89","66,35","6,93","198,14","71,96",Moderado,Neutro,Alto,Grão,Ervilha-pomba
11,72,22,"29,38","44,82","6,84","172,4","85,05",Moderado,Neutro,Alto,Grão,Ervilha-pomba
20,60,22,"29,65","42,9","6,88","186,92","88,99",Moderado,Neutro,Alto,Grão,Ervilha-pomba
10,71,18,"19,54","66,35","6,15","173,11","74,78",Moderado,Neutro,Alto,Grão,Ervilha-pomba
33,61,24,"20,05","48,94","4,57","122,46","77,5",Moderado,Ácido,Alto,Grão,Ervilha-pomba
3,49,18,"27,91","64,71","3,69","32,68","73,67",Moderado,Ácido,Alto,Grão,Feijão-traça
22,59,23,"27,32","51,28","4,37","36,5","87,58",Moderado,Ácido,Alto,Grão,Feijão-traça
36,58,25,"28,66","59,32","8,4","36,93","74,43",Moderado,Alcalino,Alto,Grão,Feijão-traça
4,43,18,"29,03","61,09","8,84","72,98","72,8",Moderado,Alcalino,Alto,Grão,Feijão-traça
29,54,16,"27,78","54,65","8,15","32,05","81,61",Moderado,Alcalino,Alto,Grão,Feijão-traça
32,43,22,"32,0","54,11","5,27","71,63","79,4",Quente,Ácido,Alto,Grão,Feijão-traça
14,55,15,"27,34","55,28","8,05","73,45","79,07",Moderado,Alcalino,Alto,Grão,Feijão-traça
5,35,20,"28,93","53,57","9,68","66,36","77,02",Moderado,Alcalino,Alto,Grão,Feijão-traça
25,57,24,"27,65","58,6","6,97","36,94","84,34",Moderado,Neutro,Alto,Grão,Feijão-traça
11,53,24,"28,52","55,77","7,39","61,33","82,74",Moderado,Neutro,Alto,Grão,Feijão-traça
40,49,17,"31,02","45,89","6,69","53,57","77,85",Quente,Neutro,Alto,Grão,Feijão-traça
38,56,25,"25,74","45,38","7,88","67,43","71,25",Moderado,Alcalino,Alto,Grão,Feijão-traça
27,43,23,"31,7","56,85","5,88","44,94","86,39",Quente,Neutro,Alto,Grão,Feijão-traça
24,38,22,"24,48","58,52","8,2","34,97","83,92",Moderado,Alcalino,Alto,Grão,Feijão-traça
23,45,21,"31,47","51,8","8,99","74,44","87,18",Quente,Alcalino,Alto,Grão,Feijão-traça
29,57,20,"25,61","50,73","5,88","53,39","87,81",Moderado,Neutro,Alto,Grão,Feijão-traça
31,35,23,"30,3","47,18","7,71","68,04","77,17",Quente,Alcalino,Alto,Grão,Feijão-traça
0,55,25,"28,17","43,67","4,52","45,78","72,22",Moderado,Ácido,Alto,Grão,Feijão-traça
7,45,22,"25,51","44,83","9,93","74,33","74,54",Moderado,Alcalino,Alto,Grão,Feijão-traça
